attitude1,attitude2,attitude3
-30.097382589123562,-9.241965509325123,-58.92012137767572
-30.076901459000734,-9.23593990778816,-58.856864533006814
-30.06996771466709,-9.195959958604295,-58.83003625535907
-30.122278828191874,-9.15733365433315,-58.81556357417445
-30.060313818752576,-9.15159290225106,-58.73851743785577
-30.07793983128922,-9.112645304133268,-58.72322113376142
-30.092082264202187,-9.125839086540209,-58.71119881644737
-30.132561556845257,-9.096246735572938,-58.68299426315511
-30.07723890513692,-9.06676383634975,-58.66775722518187
-30.067650235430307,-9.086679064808113,-58.629888098630445
-30.06588751084044,-9.055946956074196,-58.611090895392316
-30.102700908299703,-9.023014147534015,-58.59082599664518
-30.078726923403025,-9.013280286544756,-58.57637056351307
-30.053740394126716,-9.00741071013333,-58.58117651234988
-30.08871215578409,-8.99107755161472,-58.53862711493175
-30.093939732875675,-8.974111802471311,-58.52235861356982
-30.09213628651118,-8.959547400531596,-58.50605122959914
-30.078920167976936,-8.908471900005244,-58.47074483798455
-30.101157700274758,-8.95776249969492,-58.42286125204929
-30.114921336001306,-8.884709308491274,-58.394746376144035
-30.097567989785833,-8.886726542145777,-58.376410317683074
-30.090143688175004,-8.863025346498928,-58.3720518038918
-30.095871625870924,-8.854753957465851,-58.31984956106426
-30.130962852643552,-8.826985837853568,-58.3057680166927
-30.09721817203616,-8.823799718296405,-58.2903482409175
-30.157092641929903,-8.77582628047556,-58.24696518656668
-30.079831448743416,-8.756464222293248,-58.21977391236053
-30.114192382155174,-8.743209998381182,-58.158611829040034
-30.111222350234165,-8.732512961811457,-58.17401448538463
-30.12207837962829,-8.704745699554369,-58.1154573037975
-30.124693867394758,-8.688616930551774,-58.095420341182525
-30.120771810514817,-8.67530916344849,-58.04316506720899
-30.13050845420556,-8.701603581362436,-58.02823630731435
-30.11462739400486,-8.62276948797954,-57.99468225932796
-30.08918200171605,-8.619985255583062,-58.000577553718344
-30.101539383558436,-8.585076738446839,-57.934072606057676
-30.13521120498154,-8.585047562598024,-57.89861145489861
-30.153466494286693,-8.538767150436358,-57.92208008762605
-30.126345968325264,-8.547846761836343,-57.83423143638886
-30.12012657558891,-8.5588999225614,-57.85091799160193
-30.125153447689428,-8.53523715754188,-57.83466951469573
-30.11834109750787,-8.429504201515954,-57.81949425205662
-30.13301191908948,-8.459140346425741,-57.76434542371123
-30.117250883358466,-8.424168125328894,-57.7055956814653
-30.117572702906052,-8.409968313678156,-57.68911572084519
-30.160421571495917,-8.408775272149073,-57.64980754544799
-30.119513757296087,-8.353757804196368,-57.63773188876051
-30.130416774196593,-8.394004991292686,-57.61017356246583
-30.122578091334635,-8.362207518651086,-57.58171465350152
-30.17436704130261,-8.309752992936698,-57.57043756776228
-30.13655887566621,-8.303333435561807,-57.541841997218796
-30.119811507061577,-8.284580984185594,-57.50390259658979
-30.148614868394635,-8.229588707662895,-57.471373772637136
-30.147744149947833,-8.237845028577093,-57.43734282132991
-30.15632011496192,-8.231654602001047,-57.40522583503093
-30.145730824909954,-8.221662881880201,-57.3591881357391
-30.135494205941193,-8.164100497575998,-57.369598112458135
-30.119225391226873,-8.170287983807677,-57.31826982224465
-30.139790022087766,-8.146675430120062,-57.277695696253296
-30.14874836782189,-8.149409939842178,-57.25119571329353
-30.11216847996115,-8.106357166712527,-57.205692256354475
-30.15173448403852,-8.106850912047069,-57.19545533957725
-30.168049111926138,-8.08159329052267,-57.158162233154975
-30.126440566500886,-8.03594643297678,-57.15006259942111
-30.164611494180523,-8.002674351389306,-57.110008829244926
-30.17285177485056,-7.9971924312631115,-57.05662110403557
-30.164776293048742,-7.972901643286659,-57.07162344698213
-30.165621866985326,-7.973153312443416,-57.03522669418974
-30.184117406947628,-7.907488253932175,-56.97675467853573
-30.15984562424857,-7.91082786126133,-56.924881714207345
-30.16927933048818,-7.868645851795982,-56.89808909808908
-30.11555749842422,-7.848606120654028,-56.89835368440176
-30.195896505408413,-7.855748027143742,-56.85591539000104
-30.15369966713584,-7.817671679156062,-56.834687142277886
-30.164319945815787,-7.791808005194444,-56.77611872115556
-30.157754863112736,-7.765030554617492,-56.78204385798737
-30.181267942571537,-7.742785602514517,-56.740477097421426
-30.170713148996906,-7.727273057367333,-56.661070537648136
-30.162516986162764,-7.681102494064455,-56.68586256161448
-30.18940398403258,-7.703017133751746,-56.67593894508886
-30.161801670324834,-7.672469677442214,-56.61374583553986
-30.15332169709026,-7.648824499923624,-56.5712197257377
-30.197232034150804,-7.649104366345731,-56.55966808765313
-30.151518454776813,-7.571340872540812,-56.52248096421076
-30.1862173812747,-7.564453152620356,-56.48820408534393
-30.156027744109096,-7.53004572107138,-56.478636575825746
-30.184010936316497,-7.551710173815432,-56.47579210434243
-30.21474416535816,-7.505773237411972,-56.38911062881393
-30.155134699122804,-7.504279285489772,-56.36052530530222
-30.181442961356318,-7.4544826033182465,-56.33363670306707
-30.186432235831884,-7.425170642565015,-56.31624556796194
-30.20121686262706,-7.413158537187163,-56.26246271251262
-30.162524802495025,-7.403990265032229,-56.24080792367518
-30.20056622567792,-7.359213230468518,-56.23519155258843
-30.19950562893862,-7.376077570186716,-56.183978670263954
-30.20232366483239,-7.330457640663173,-56.13504384238656
-30.16661334793681,-7.308821581896691,-56.14057214470272
-30.190765434020975,-7.324165473276478,-56.088058850378474
-30.162959544245094,-7.336722335921688,-56.054016334166676
-30.19112459198297,-7.278365507074284,-56.038818650811656
-30.211640392699014,-7.258375842210078,-56.0350367448302
-30.179004998419362,-7.240880334440859,-55.97271332448387
-30.1719175675303,-7.2218242002984825,-55.926032952092335
-30.19679705414841,-7.206343802895846,-55.94978024399314
-30.201302396104563,-7.1641162386577415,-55.88142003098171
-30.224852116416244,-7.134717300034201,-55.849968173110604
-30.193626289459296,-7.164929055395421,-55.8384096370156
-30.234277668464657,-7.087842922162088,-55.82435932585578
-30.175276293021714,-7.078526184461451,-55.80784069933203
-30.203576629467104,-7.094387488008936,-55.75687594451057
-30.174112922881967,-7.054376765071135,-55.72749519241871
-30.161671828270304,-7.009185828690875,-55.71232816032449
-30.212730268906792,-7.036358583516213,-55.660723297889064
-30.193078329368287,-7.018509644248906,-55.67635007571638
-30.19935484789159,-7.005957894618254,-55.656081987777384
-30.19188637440184,-6.938026251448002,-55.54678261933197
-30.200323422263832,-6.919258570685136,-55.5869130204896
-30.18740631010271,-6.950417086647461,-55.537154031382975
-30.18735564247438,-6.898402251414497,-55.53651271253637
-30.195343632538783,-6.936668238866393,-55.474146590361265
-30.20427894610289,-6.8574836642299015,-55.44680694490415
-30.221229427456457,-6.8709504922209526,-55.44263889774944
-30.17358418404721,-6.863426673345536,-55.45240027334265
-30.19894934410382,-6.839884781948675,-55.41418406797941
-30.173263338551035,-6.8191322982577445,-55.36855305069659
-30.16759966967127,-6.793697359980039,-55.3282871987202
-30.183207789972435,-6.752577220661392,-55.32913721727077
-30.18743526528337,-6.749226890826729,-55.304727346805855
-30.177035077110524,-6.749043991133953,-55.25672237520312
-30.211183013805744,-6.731025249079307,-55.21009477698406
-30.190499830760906,-6.739304094974515,-55.24759816802079
-30.219814731540165,-6.689298728361597,-55.151428385880756
-30.203378372911555,-6.671082078442888,-55.1405425183535
-30.19889690901998,-6.618233738181743,-55.12402866794522
-30.182631703343635,-6.638773868733725,-55.13055075575661
-30.20129700066515,-6.615408115689733,-55.08115838023124
-30.18870734969607,-6.624502388808376,-55.044862210727466
-30.18982179805731,-6.605650409626076,-55.03271961627987
-30.162051494037417,-6.6041807117407005,-55.002709773664215
-30.18648128949516,-6.549476822115893,-55.00460573189511
-30.174874573635407,-6.5736374384814305,-54.973375850222936
-30.17243641822326,-6.540108036608337,-54.962759575732086
-30.24188516428647,-6.530701972268651,-54.92157549959388
-30.202014745487492,-6.492978545415421,-54.89524494204185
-30.154093411020106,-6.487275572653826,-54.896539313671184
-30.175032237355392,-6.461748291959935,-54.83298838018552
-30.208437565744976,-6.426950089781239,-54.82278577600247
-30.193555931668577,-6.4082057691581396,-54.808313939999984
-30.199650819813495,-6.437704780615025,-54.78866360384333
-30.196683477838114,-6.377409760819389,-54.7798791241649
-30.18586574354521,-6.37142892990333,-54.76146329644524
-30.177232094848772,-6.397281368221766,-54.68734661934927
-30.165833264357595,-6.36042122794986,-54.7115208479729
-30.18459635986529,-6.367241079030614,-54.67410227953009
-30.174207674027663,-6.317229571415241,-54.64612585478076
-30.160503118164545,-6.337101411537006,-54.61688198988011
-30.231885139306947,-6.311665765245031,-54.62071215236157
-30.17880596521413,-6.324522947144233,-54.596125000731945
-30.166293086578158,-6.2777526586145305,-54.57206770063739
-30.18636027338741,-6.258456534429905,-54.52796960019112
-30.17278066394048,-6.256924668963366,-54.47378078046007
-30.21726197985004,-6.233757684395268,-54.51123241502522
-30.191107708291078,-6.224045720013161,-54.50735730533069
-30.15559254974364,-6.229358667405764,-54.475751875595265
-30.16093850982726,-6.198940911117157,-54.44205174289889
-30.20381002071696,-6.183331598039279,-54.437183366315594
-30.15993922784974,-6.169286605444749,-54.398211416135794
-30.18049610116008,-6.147857055594974,-54.3957455644152
-30.17350357025765,-6.149934755766578,-54.35532434209577
-30.155244210710364,-6.158083691928371,-54.31200998714895
-30.19729563146684,-6.12601848005264,-54.30716210482905
-30.186359741763795,-6.103571118935921,-54.26215965938651
-30.143403069783684,-6.112062129295598,-54.318552733365046
-30.146501266081383,-6.09553479738811,-54.213599255283164
-30.189230668597276,-6.056545686146614,-54.26556804528434
-30.169374433442137,-6.0292698952933055,-54.20504955132796
-30.18266239334578,-6.050219204051149,-54.18694369853332
-30.162898269058893,-6.038798753071686,-54.143459565809124
-30.150023569850024,-6.033489850067911,-54.203643435614865
-30.161291653342023,-6.0168808808160055,-54.11910073798276
-30.16267377643417,-6.003273307444839,-54.11152983799383
-30.150346832292545,-6.018163388989414,-54.10704640128819
-30.16578350700627,-5.974952163801064,-54.07783836119327
-30.12086652916673,-5.985858835068145,-54.09028221150806
-30.118749107301788,-5.967031058116806,-54.050495669616375
-30.13131423479558,-5.973661855838224,-54.03938150477779
-30.141893889109546,-5.982511154899854,-53.99919630201154
-30.169925278840033,-5.970088076344405,-54.005617335638576
-30.111185139382943,-5.909502120954689,-53.983588300027506
-30.14728258017093,-5.910712391130487,-53.96114268493977
-30.15625540611318,-5.904873528813544,-53.92764009766023
-30.135053193198004,-5.885896229047058,-53.9268469846946
-30.108753585199654,-5.863704000271491,-53.923283360572135
-30.13095874413459,-5.87571306212969,-53.88160294848853
-30.127953627091543,-5.813415686385436,-53.87436634939959
-30.1627410039188,-5.871165026465406,-53.875432465975564
-30.114580250303213,-5.849089144156404,-53.831513517139214
-30.15665869577349,-5.823586111370972,-53.78878451646351
-30.12361003708314,-5.78307962647715,-53.807454686278476
-30.158633250507627,-5.826460000263851,-53.75098861293659
-30.138752014089302,-5.792548352188294,-53.73878936137465
-30.133859587832344,-5.819329471801156,-53.7511123349449
-30.152507124443378,-5.750571249948413,-53.73865412442287
-30.13880218777406,-5.762588109388887,-53.722023669952975
-30.135959203165534,-5.743614134898866,-53.69809027847997
-30.113988877584084,-5.773095355905822,-53.673848785356256
-30.115314538707686,-5.758905077183446,-53.68633429684311
-30.13690563995305,-5.738686688003067,-53.659940465749806
-30.142630256997393,-5.730505281784696,-53.63259423761799
-30.119818322594096,-5.749343434366701,-53.62290020817025
-30.116071695644695,-5.741600412687224,-53.56967974790812
-30.12152661719901,-5.702244374141833,-53.60982034056486
-30.11660442672995,-5.724534463437741,-53.58622402098297
-30.14763461654857,-5.693294404012035,-53.57051280254816
-30.121217214554004,-5.662825846252605,-53.54086213854999
-30.094370565522482,-5.6454099288388955,-53.5401754369487
-30.095400605357824,-5.705032576398238,-53.515296750615946
-30.076477005580188,-5.699428002089497,-53.50450127489995
-30.090348545490215,-5.661760251532021,-53.5202285996603
-30.122997925180467,-5.644434752947829,-53.53173973858116
-30.119411579962353,-5.632991870408904,-53.46313884572985
-30.07395227329912,-5.645515688751442,-53.47018778105818
-30.117709960306765,-5.639770068438186,-53.434240280892304
-30.106237412906665,-5.6073548333813985,-53.39547939980259
-30.10607915308454,-5.639330238399861,-53.37931011699051
-30.07811496164606,-5.644232468484566,-53.41748190850385
-30.055684315930648,-5.616252113965927,-53.37507364773269
-30.069865113220004,-5.605060676796437,-53.364749571372876
-30.104180958995638,-5.582867121776821,-53.376055685785545
-30.103503818440256,-5.596653879577914,-53.345712066813796
-30.111069088517688,-5.537558162766699,-53.31092347053933
-30.086391518335287,-5.588019374265848,-53.303428190195326
-30.080613832423467,-5.567840829067366,-53.31726444837642
-30.0675511925259,-5.57583523001263,-53.28061763169379
-30.066669970169,-5.5810681209110475,-53.26476241338461
-30.101962791268942,-5.544944851493484,-53.27662501434527
-30.072943997814754,-5.5724133412825125,-53.28122190884389
-30.040794753362555,-5.541744428293916,-53.25765289483576
-30.049048613757016,-5.538678698572266,-53.21089985094486
-30.053417827535878,-5.535565186766514,-53.2192275392103
-30.065639379699828,-5.525661741569842,-53.21558080408635
-30.041869772086518,-5.524802082642199,-53.21131004242222
-30.055974091644195,-5.5510300162803565,-53.189716196689496
-30.042252535002458,-5.46334538885853,-53.17528559000473
-30.037790154255188,-5.51611787718702,-53.129492604446874
-30.02062613036594,-5.4809651687141105,-53.16034723416272
-30.05030485180192,-5.4831291398258095,-53.14707970176189
-30.04596307580546,-5.530534214439473,-53.094506484842725
-30.051472560181633,-5.489339059531251,-53.08323109375304
-30.03736328437893,-5.4587208616213445,-53.08477267050893
-30.014316653432278,-5.504264592566247,-53.118538405708605
-29.9997805991434,-5.466471142228659,-53.0649634610161
-30.029211609967916,-5.469158349794417,-53.075710764458215
-30.00509500207019,-5.466301935263608,-53.04840060112878
-30.032358954082255,-5.441314561591756,-53.03917216130377
-29.98666894408424,-5.431340308064247,-53.0366055927203
-30.034138330567398,-5.445640774035769,-53.08153823218861
-30.022128931765245,-5.4461583757586425,-53.025593735777306
-30.024219524834148,-5.499980083583442,-53.03521367007485
-30.002711726880822,-5.440381706011608,-53.046116107502336
-30.02455740008932,-5.489003620319352,-53.0379844836595
-29.976205195778636,-5.453191087775418,-53.01859932917057
-30.01127502630726,-5.450722891766507,-53.024297088897775
-29.998078828923674,-5.453152932227537,-52.98152937539222
-29.995002811149398,-5.456757153618636,-52.98010131143852
-30.014946923629314,-5.451855132736017,-53.00835116726833
-30.006568753095163,-5.44100990661189,-53.0018221221381
-30.008118621421783,-5.4356848957200805,-52.95411023532065
-29.977390639241584,-5.464028304718522,-52.94671472883596
-30.036439444412473,-5.416415129488862,-52.98172607556823
-29.969934620565333,-5.435245186729578,-52.925692657204614
-29.99810722829977,-5.429087862749361,-52.910189593960844
-29.987173126168567,-5.4368205641852745,-52.945264685781105
-29.98108660558863,-5.430450087688774,-52.92497958853047
-29.978151682193772,-5.436072838003097,-52.918291684394674
-29.993014492662418,-5.4140628079439175,-52.89493447554064
-29.967228234266223,-5.40240292984269,-52.912154119967624
-29.929017277742,-5.431795128190065,-52.91239502094591
-29.958202560212108,-5.422762557844246,-52.87649343161654
-30.003598161502524,-5.443556453335301,-52.86949725837211
-29.97858994552798,-5.391832967054648,-52.858101633525365
-29.965374489884976,-5.424388296202694,-52.880283830027345
-29.972425318404625,-5.375285836849505,-52.844721851300925
-29.996768461265404,-5.421950866082998,-52.84549274453595
-30.003007025131545,-5.438927010975173,-52.85250868933023
-29.953922102284864,-5.374043117930281,-52.824711393105964
-29.969510087955786,-5.419674946707172,-52.80435297145285
-29.967950168216095,-5.3833948142443235,-52.80755985927305
-29.939727588524608,-5.403449932278144,-52.775269742874606
-29.968985972910698,-5.419308462984547,-52.79730616719619
-29.940681573292345,-5.382154697927782,-52.82713215880243
-29.952772623358687,-5.433154128488987,-52.786550835059515
-29.904706238929705,-5.40054939243803,-52.805996765289876
-29.93213928879207,-5.397420928256537,-52.77307637703022
-29.919486404046935,-5.413004083761255,-52.81438067367462
-29.950647780838512,-5.411493159483894,-52.77276667487085
-29.94821487657526,-5.4249291531418,-52.74385727603249
-29.907721096911004,-5.415825519725937,-52.72152090558262
-29.94117410587826,-5.400766475542074,-52.74936793280168
-29.913289872531667,-5.383959282921384,-52.746194358263594
-29.90851062388842,-5.418612531628979,-52.70991157124998
-29.92607455316027,-5.3905515945973255,-52.753153876570465
-29.90931710359548,-5.417856088743273,-52.7694133296211
-29.88817056592247,-5.417028951251459,-52.742267276439264
-29.939782567884354,-5.433078977651924,-52.70917395472512
-29.89463453752384,-5.408218352280884,-52.723728619349956
-29.919960042830358,-5.415186026342784,-52.71949768770631
-29.90987713587949,-5.394626310308817,-52.73637496625265
-29.85009927001565,-5.424049882238444,-52.69461146806325
-29.88902110274132,-5.4161381929554056,-52.70415226992369
-29.878496657807155,-5.470052688696007,-52.741273660519944
-29.84738594489156,-5.3870089587974235,-52.74364364868511
-29.873461862096136,-5.421760034013014,-52.69920029834699
-29.89918571642718,-5.407804537684967,-52.71439494867478
-29.871076225503597,-5.417810142329133,-52.713205616281314
-29.865059452748564,-5.4495663888978285,-52.684357234887386
-29.87842962116824,-5.431476506481444,-52.712599797024716
-29.843076080990205,-5.44627739322902,-52.65968941228452
-29.884846492415136,-5.421979940221782,-52.682882204550985
-29.8491784096159,-5.421854701267904,-52.686096598055585
-29.878994590404627,-5.42571957844724,-52.688181091306966
-29.845503341736013,-5.434714111461589,-52.65698954640484
-29.85228228806236,-5.4687293086322315,-52.66989764368461
-29.85749440463933,-5.455077239597678,-52.677170289327826
-29.839187532788117,-5.447387104348764,-52.66179777526612
-29.83868506956728,-5.44793298087401,-52.645684042262864
-29.87817648667467,-5.4544856337002665,-52.667077336949404
-29.851206764438224,-5.470993984234321,-52.678276274409335
-29.837239191409726,-5.442825922485275,-52.64530379899096
-29.84666961506348,-5.478025276713324,-52.66031534657807
-29.817294652234317,-5.478437211509476,-52.666776154567366
-29.85629985080039,-5.483342211882094,-52.66741019238823
-29.84513685600193,-5.476247412978961,-52.69019904337007
-29.809081535077997,-5.495724758802773,-52.681121150734775
-29.863057397710605,-5.488818338481474,-52.64417480282223
-29.818480937265196,-5.4478379287416105,-52.66684910474327
-29.837585786149127,-5.470070456200812,-52.63249141509649
-29.8443421265431,-5.495219136486412,-52.67152735260996
-29.851258244793332,-5.4705370331013645,-52.682755124705615
-29.814803449187824,-5.496523643786747,-52.661179739444464
-29.815678001101535,-5.495134756032494,-52.66995137715959
-29.822074304418912,-5.498724559765764,-52.68822501069637
-29.807351673529137,-5.460298861201618,-52.649364778211385
-29.795074348547576,-5.488323312120803,-52.662771781514394
-29.83124383666952,-5.466827353365962,-52.692321985941255
-29.83246574521128,-5.523600575934992,-52.65008724572572
-29.790911674993588,-5.47455905195236,-52.66322536595497
-29.82870135789285,-5.5175423199000235,-52.66150692061204
-29.8151934981081,-5.504307926888147,-52.70788121867384
-29.783053732518578,-5.495788300749054,-52.68481708727618
-29.825423408078642,-5.509078396662697,-52.66412102302166
-29.839735199122668,-5.5017982598409665,-52.662402014750995
-29.81241014085969,-5.508184396210997,-52.67081277045354
-29.820782642654294,-5.510692250263701,-52.69786300687472
-29.82799349361332,-5.5363525822351285,-52.68891246509335
-29.782428778203432,-5.512413406948066,-52.64698170270002
-29.7952361057211,-5.529423162201154,-52.661548222069946
-29.772345467334265,-5.568761167991801,-52.66627998163706
-29.802691223262123,-5.537647907930814,-52.65993094083359
-29.782963121622476,-5.548037991327882,-52.68462422240012
-29.796683828093688,-5.582471470507062,-52.70044568446689
-29.78296219772559,-5.572262318833717,-52.66732182961955
-29.801249781490917,-5.533356785470575,-52.66632253400106
-29.801098382784357,-5.551743748992485,-52.70073068039904
-29.759887239039934,-5.610270559782206,-52.67320953493763
-29.71819805807544,-5.566073990104171,-52.68508255447594
-29.770778920029603,-5.57195396691344,-52.65902566426591
-29.812891047596622,-5.609203959221632,-52.68491397955943
-29.743499045307562,-5.605510106945609,-52.69013103227675
-29.76193131236009,-5.5851561673753825,-52.69719403380667
-29.762658796198394,-5.6215250051798265,-52.67055815014572
-29.74046178870337,-5.6166264246186834,-52.74422221696404
-29.782177190464154,-5.606315079738407,-52.70216532061026
-29.757258352916455,-5.647077554963679,-52.707751730944075
-29.756924051595014,-5.630964678862622,-52.72720472823216
-29.742703174792755,-5.648153741263235,-52.73608249777775
-29.732771812928508,-5.659132184861457,-52.750019573156465
-29.764673230819053,-5.665401671565964,-52.74878522088335
-29.737554354653792,-5.661575111443846,-52.739237655528285
-29.739132852975708,-5.652362327560296,-52.72152703537218
-29.74076999746286,-5.6719418531843955,-52.746336863401524
-29.7269689636119,-5.676727128518164,-52.76549840874437
-29.793328007824833,-5.6865367694753,-52.75783568156994
-29.738552045083875,-5.675217373778788,-52.77619512504619
-29.751917615409074,-5.683963030942938,-52.769999441275424
-29.754694941408538,-5.699442979067575,-52.765284550547435
-29.70924001933177,-5.709031534376298,-52.79125719891151
-29.730029970687525,-5.7331440876037325,-52.801208678525796
-29.751370879866514,-5.741581550491741,-52.795106088345236
-29.741424696331702,-5.734113341645903,-52.79608830357636
-29.70062775148171,-5.721098271537854,-52.78936809980309
-29.74597946551647,-5.7183404758173975,-52.829418534409676
-29.729979809681243,-5.735009745820499,-52.81071028051764
-29.706996809108222,-5.753331294840343,-52.82974942162505
-29.70979831945414,-5.756521940516244,-52.81449274010137
-29.707393741258223,-5.7674531277490155,-52.808561895412915
-29.69190645275481,-5.75724792917016,-52.849399729858405
-29.693659031073594,-5.788518203995163,-52.84570511513193
-29.71359925056737,-5.786248328722638,-52.86605242291
-29.721676580317038,-5.788908873001215,-52.865292237427106
-29.68895063494805,-5.813354007603896,-52.864225495442376
-29.677032230611683,-5.805126049695365,-52.88105648472735
-29.677219570176327,-5.800446965239951,-52.88097082948962
-29.67822300376871,-5.857609907412767,-52.873499294488184
-29.68602983081813,-5.8332228438131075,-52.905562687546244
-29.651416809842473,-5.829508233197191,-52.921888604863526
-29.67542065063808,-5.865893583940289,-52.885952885344814
-29.670858095257582,-5.8800622166457375,-52.92730089541238
-29.677109877307625,-5.86703418201656,-52.937957268964624
-29.656981495043656,-5.891145656137258,-52.93489702396486
-29.669527762869347,-5.893150525413856,-52.94900314749599
-29.66062867220686,-5.902896881497678,-52.9474775894726
-29.63926683891241,-5.910005980053947,-52.989505330918114
-29.672708734137498,-5.915013823993739,-52.990188215143895
-29.682944244743712,-5.895057594252659,-53.014007732518735
-29.651922508133307,-5.927844574631372,-52.99527663524733
-29.63112859832275,-5.946533310324607,-53.029109500807955
-29.64622137697321,-5.958249898985201,-53.012698031763136
-29.627432821826286,-5.945614152479011,-52.998271134335916
-29.644303335450434,-5.951220399122583,-53.03506522866563
-29.653343440810403,-5.94569458135622,-53.058437427578575
-29.635090483762127,-5.956413101323584,-53.06079197084157
-29.62365732893746,-5.975527685007097,-53.09746823570825
-29.615624689708966,-5.982152457855247,-53.07922379849979
-29.61665021936837,-6.000685225579938,-53.09858947958093
-29.610541793374388,-5.9986448215047,-53.12246330242828
-29.629114227976558,-6.008890843548418,-53.105380604196526
-29.605580899532075,-6.003024730453105,-53.14803104693118
-29.62808749477577,-6.0149374691865685,-53.14058435766163
-29.58321215146229,-6.073464218357217,-53.15202256127442
-29.616706472874572,-6.051904557476587,-53.19195172830671
-29.6060613583754,-6.041711018471497,-53.18731891761748
-29.59991607782429,-6.066516399190883,-53.17296066069105
-29.60794241610284,-6.0728452817420955,-53.24814483088915
-29.5673046588337,-6.085913465555973,-53.22875027621265
-29.57883625076363,-6.081142436175795,-53.22570200381109
-29.582943518248303,-6.093486100962238,-53.25521474644215
-29.566746992176235,-6.138602139094363,-53.266198741685606
-29.579171012955427,-6.127825323735926,-53.29061335928654
-29.59516531543857,-6.1352961761004785,-53.30506173693791
-29.567879193070105,-6.169494045831539,-53.294833608563515
-29.565703155007856,-6.163656203500801,-53.310424089094845
-29.57126196885226,-6.163311953123056,-53.34135312315276
-29.563556672097228,-6.1800510881223465,-53.319996710782206
-29.5303671450525,-6.175227406474893,-53.39137109833701
-29.5366965929839,-6.1724569200013155,-53.34459478569306
-29.54335416726775,-6.201101157657868,-53.376981657445675
-29.530560868910264,-6.201071065317256,-53.41200786667337
-29.549687988298466,-6.190235827553669,-53.38378636355243
-29.582185320241546,-6.24239055932701,-53.42689909254572
-29.53760040655356,-6.2466217311360825,-53.464812071126616
-29.537748521383133,-6.232234672144847,-53.422512150803506
-29.55090668985536,-6.1714978414075485,-53.470187557722525
-29.54382267123415,-6.247548134141044,-53.40830254964055
-29.52569146666159,-6.235716917733007,-53.44762285193867
-29.549033869372824,-6.252384134211717,-53.45327322664236
-29.490845746436943,-6.270820583310945,-53.474989991370826
-29.545942087708156,-6.287486764729645,-53.52641879681553
-29.522939826890035,-6.308359213564713,-53.52305825649569
-29.531512419723196,-6.266223968044149,-53.53808832256665
-29.533009416575393,-6.318773134670771,-53.53263133144221
-29.449039921724967,-6.292368016212248,-53.55102064353593
-29.50961040255149,-6.31673790216114,-53.561759045277455
-29.49645282353435,-6.362411843640283,-53.56616001925467
-29.513566656845864,-6.330939053944011,-53.60719941713565
-29.4856834242054,-6.366739000270664,-53.601291952739444
-29.496435212046052,-6.349317034560391,-53.59294613936368
-29.500686974682605,-6.359964324383819,-53.65075436106153
-29.506804614819792,-6.360760867360105,-53.68244016973851
-29.476522616475506,-6.373777963312375,-53.67811099761932
-29.49124919864762,-6.401110551883975,-53.66804623530521
-29.502250697626415,-6.4081914661126245,-53.68551837879683
-29.41643157671213,-6.430322932756798,-53.723978947382264
-29.471526034522416,-6.427515994093718,-53.71041061368352
-29.455635168799013,-6.443246843501994,-53.692165517793015
-29.45187380299431,-6.407341135730329,-53.74567222950416
